time,seq_num,distance_m,RSSI_dBm,SNR_dB,RSSI_norm,SNR_norm,D_norm,P_LoRa,state,state_label,packet_sent,packet_received,packet_status
286,287,562.51,-70.53,3.12,0.6184,0.7705,0.8875,0.7564,0,LORA,1,1,OK
287,288,517.39,-68.93,0.93,0.6383,0.6976,0.8965,0.7535,0,LORA,1,1,OK
288,289,465.59,-64.98,-1.76,0.6877,0.6078,0.9069,0.7594,0,LORA,1,1,OK
289,290,440.46,-60.47,-0.35,0.7441,0.655,0.9119,0.7934,0,LORA,1,1,OK
290,291,398.47,-68.27,1.35,0.6466,0.7116,0.9203,0.7691,0,LORA,1,1,OK
291,292,384.14,-63.6,1.9,0.7049,0.7301,0.9232,0.7973,0,LORA,1,1,OK
292,293,415.52,-59.43,1.82,0.7571,0.7273,0.9169,0.8151,0,LORA,1,1,OK
293,294,179.05,-64.0,5.78,0.7,0.8594,0.9642,0.8375,0,LORA,1,1,OK
294,295,260.98,-65.51,3.78,0.6811,0.7928,0.9478,0.8101,0,LORA,1,1,OK
295,296,247.08,-62.56,6.04,0.718,0.8679,0.9506,0.841,0,LORA,1,1,OK
296,297,218.49,-61.99,3.93,0.7251,0.7977,0.9563,0.8321,0,LORA,1,0,LOST
297,298,150.53,-55.4,5.11,0.8074,0.8369,0.9699,0.8783,0,LORA,1,1,OK
298,299,50.0,-49.46,10.0,0.8818,1.0,0.99,0.9487,0,LORA,1,1,OK
299,300,116.4,-61.38,5.1,0.7327,0.8368,0.9767,0.8511,0,LORA,1,1,OK
