timestamp,seq_num,radiation_wm2,state_label,RSSI_dBm,SNR_dB,distance_m,P_LoRa
2026-06-04 10:08:21,9,0.0,LORA,-32.0,20.0,17.3,0.9998
2026-06-04 10:08:23,10,0.0,LORA,-32.0,20.0,17.3,0.9998
2026-06-04 10:08:25,11,0.0,LORA,-32.0,20.0,17.3,0.9998
2026-06-04 10:08:27,12,0.0,LORA,-29.0,20.0,17.3,0.9998
2026-06-04 10:08:29,13,0.0,LORA,-47.0,20.0,17.3,0.9998
2026-06-04 10:08:31,14,0.0,LORA,-32.0,20.0,17.3,0.9998
2026-06-04 10:08:33,15,0.0,LORA,-32.0,20.0,16.8,0.9998
2026-06-04 10:08:36,16,0.0,LORA,-32.0,20.0,16.8,0.9998
2026-06-04 10:08:37,17,0.0,LORA,-37.0,20.0,16.8,0.9998
2026-06-04 10:08:39,18,0.0,LORA,-33.0,20.0,16.8,0.9998
2026-06-04 10:08:41,19,0.0,LORA,-32.0,20.0,16.8,0.9998
2026-06-04 10:08:43,20,0.0,LORA,-33.0,20.0,16.8,0.9998
2026-06-04 10:08:45,21,0.0,LORA,-33.0,20.0,16.8,0.9998
2026-06-04 10:08:49,22,0.0,LORA,-36.0,20.0,17.8,0.9998
2026-06-04 10:08:51,23,0.0,LORA,-33.0,20.0,17.8,0.9998
2026-06-04 10:08:53,24,0.0,LORA,-47.0,9.0,17.8,0.9898
2026-06-04 10:08:55,25,0.0,LORA,-38.0,18.0,17.8,0.9998
2026-06-04 10:08:57,26,0.0,LORA,-35.0,20.0,17.8,0.9998
2026-06-04 10:08:59,27,0.0,LORA,-38.0,18.0,17.8,0.9998
2026-06-04 10:09:01,28,0.0,LORA,-52.0,4.0,17.8,0.9398
2026-06-04 10:09:05,29,0.0,LORA,-40.0,16.0,20.2,0.9997
2026-06-04 10:09:07,30,0.0,LORA,-35.0,20.0,20.2,0.9997
2026-06-04 10:09:10,31,0.0,LORA,-35.0,20.0,20.2,0.9997
2026-06-04 10:09:12,32,0.0,LORA,-32.0,20.0,20.2,0.9997
2026-06-04 10:09:28,33,0.0,LORA,-41.0,20.0,21.4,0.9997
2026-06-04 10:09:28,34,0.0,LORA,-33.0,20.0,21.4,0.9997
2026-06-04 10:09:28,35,0.0,LORA,-32.0,20.0,21.4,0.9997
2026-06-04 10:09:28,36,0.0,LORA,-35.0,20.0,21.4,0.9997
2026-06-04 10:09:29,37,0.0,LORA,-36.0,20.0,21.4,0.9997
2026-06-04 10:09:29,38,0.0,LORA,-36.0,20.0,21.4,0.9997
2026-06-04 10:09:32,39,0.0,LORA,-30.0,20.0,22.5,0.9997
2026-06-04 10:09:34,40,0.0,LORA,-31.0,20.0,22.5,0.9997
2026-06-04 10:09:38,41,0.0,LORA,-30.0,20.0,22.5,0.9997
2026-06-04 10:09:40,42,0.0,LORA,-35.0,20.0,22.5,0.9997
2026-06-04 10:09:42,43,0.0,LORA,-32.0,20.0,22.5,0.9997
2026-06-04 10:09:44,44,0.0,LORA,-33.0,20.0,22.5,0.9997
2026-06-04 10:09:48,45,0.0,LORA,-35.0,20.0,21.9,0.9997
2026-06-04 10:09:50,46,0.0,LORA,-35.0,20.0,21.9,0.9997
2026-06-04 10:09:52,47,0.0,LORA,-35.0,20.0,21.9,0.9997
2026-06-04 10:09:54,48,0.0,LORA,-30.0,20.0,21.9,0.9997
2026-06-04 10:09:58,49,0.0,LORA,-31.0,20.0,21.9,0.9997
2026-06-04 10:10:00,50,0.0,LORA,-29.0,20.0,21.9,0.9997
2026-06-04 10:10:02,51,0.0,LORA,-29.0,20.0,21.9,0.9997
2026-06-04 10:10:04,52,0.0,LORA,-30.0,20.0,21.5,0.9997
2026-06-04 10:10:08,53,0.0,LORA,-30.0,20.0,21.5,0.9997
2026-06-04 10:10:10,54,0.0,LORA,-31.0,20.0,21.5,0.9997
2026-06-04 10:10:12,55,0.0,LORA,-30.0,20.0,21.5,0.9997
2026-06-04 10:10:14,56,0.0,LORA,-30.0,20.0,21.5,0.9997
2026-06-04 10:10:18,57,0.0,LORA,-30.0,20.0,21.5,0.9997
2026-06-04 10:10:20,58,0.0,LORA,-31.0,20.0,20.3,0.9997
2026-06-04 10:10:23,59,0.0,LORA,-38.0,20.0,20.3,0.9997
2026-06-04 10:10:24,60,0.0,LORA,-36.0,20.0,20.3,0.9997
2026-06-04 10:10:28,61,0.0,LORA,-32.0,20.0,20.3,0.9997
2026-06-04 10:10:30,62,0.0,LORA,-32.0,20.0,20.3,0.9997
2026-06-04 10:10:33,63,0.0,LORA,-32.0,20.0,20.3,0.9997
2026-06-04 10:10:36,64,0.0,LORA,-29.0,20.0,19.4,0.9997
2026-06-04 10:10:39,65,0.0,LORA,-30.0,20.0,19.4,0.9997
2026-06-04 10:10:41,66,0.0,LORA,-31.0,20.0,19.4,0.9997
2026-06-04 10:10:42,67,0.0,LORA,-33.0,20.0,19.4,0.9997
2026-06-04 10:10:45,68,0.0,LORA,-30.0,20.0,19.4,0.9997
2026-06-04 10:10:46,69,0.0,LORA,-31.0,20.0,19.4,0.9997
2026-06-04 10:10:48,70,0.0,LORA,-30.0,20.0,19.4,0.9997
2026-06-04 10:10:51,71,0.0,LORA,-30.0,20.0,19.4,0.9997
2026-06-04 10:10:52,72,0.0,LORA,-32.0,20.0,17.4,0.9998
2026-06-04 10:10:55,73,0.0,LORA,-31.0,20.0,17.4,0.9998
2026-06-04 10:10:59,74,0.0,LORA,-32.0,20.0,17.4,0.9998
2026-06-04 10:11:03,75,0.0,LORA,-30.0,20.0,17.4,0.9998
2026-06-04 10:11:07,76,0.0,LORA,-32.0,20.0,17.4,0.9998
2026-06-04 10:11:08,77,0.0,LORA,-32.0,20.0,21.9,0.9997
2026-06-04 10:11:11,78,0.0,LORA,-33.0,20.0,21.9,0.9997
2026-06-04 10:11:15,79,0.0,LORA,-31.0,20.0,21.9,0.9997
2026-06-04 10:11:17,80,0.0,LORA,-32.0,20.0,21.9,0.9997
2026-06-04 10:11:19,81,0.0,LORA,-31.0,20.0,21.9,0.9997
2026-06-04 10:11:21,82,0.0,LORA,-32.0,20.0,21.9,0.9997
2026-06-04 10:11:23,83,0.0,LORA,-35.0,20.0,21.9,0.9997
2026-06-04 10:11:25,84,0.0,LORA,-33.0,20.0,22.4,0.9997
2026-06-04 10:11:27,85,0.0,LORA,-34.0,20.0,22.4,0.9997
2026-06-04 10:11:29,86,0.0,LORA,-32.0,20.0,22.4,0.9997
2026-06-04 10:11:33,87,0.0,LORA,-33.0,20.0,22.4,0.9997
2026-06-04 10:11:35,88,0.0,LORA,-32.0,20.0,22.4,0.9997
2026-06-04 10:11:37,89,0.0,LORA,-33.0,20.0,22.4,0.9997
2026-06-04 10:11:41,90,0.0,LORA,-32.0,20.0,26.3,0.9996
2026-06-04 10:11:45,91,0.0,LORA,-33.0,20.0,26.3,0.9996
2026-06-04 10:11:47,92,0.0,LORA,-32.0,20.0,26.3,0.9996
2026-06-04 10:11:51,93,0.0,LORA,-32.0,20.0,26.3,0.9996
2026-06-04 10:11:53,94,0.0,LORA,-32.0,20.0,26.3,0.9996
2026-06-04 10:11:55,95,0.0,LORA,-33.0,20.0,28.2,0.9996
2026-06-04 10:11:57,96,0.0,LORA,-33.0,20.0,28.2,0.9996
2026-06-04 10:11:59,97,0.0,LORA,-32.0,20.0,28.2,0.9996
2026-06-04 10:12:02,98,0.0,LORA,-33.0,20.0,28.2,0.9996
2026-06-04 10:12:06,99,0.0,LORA,-32.0,20.0,28.2,0.9996
2026-06-04 10:12:09,100,0.0,LORA,-34.0,20.0,28.2,0.9996
2026-06-04 10:12:12,101,0.0,LORA,-31.0,20.0,24.0,0.9997
2026-06-04 10:12:15,102,0.0,LORA,-33.0,20.0,24.0,0.9997
2026-06-04 10:12:17,103,0.0,LORA,-31.0,20.0,24.0,0.9997
2026-06-04 10:12:19,104,0.0,LORA,-32.0,20.0,24.0,0.9997
2026-06-04 10:12:22,105,0.0,LORA,-32.0,20.0,24.0,0.9997
2026-06-04 10:12:23,106,0.0,LORA,-32.0,20.0,24.0,0.9997
2026-06-04 10:12:25,107,0.0,LORA,-33.0,20.0,24.0,0.9997
2026-06-04 10:12:28,108,0.0,LORA,-33.0,20.0,24.1,0.9997
2026-06-04 10:12:31,109,0.0,LORA,-33.0,20.0,24.1,0.9997
2026-06-04 10:12:34,110,0.0,LORA,-33.0,20.0,24.1,0.9997
2026-06-04 10:12:37,111,0.0,LORA,-34.0,20.0,24.1,0.9997
2026-06-04 10:12:39,112,0.0,LORA,-31.0,20.0,24.1,0.9997
2026-06-04 10:12:42,113,0.0,LORA,-30.0,20.0,24.1,0.9997
2026-06-04 10:12:44,114,0.0,LORA,-31.0,20.0,22.4,0.9997
2026-06-04 10:12:46,115,0.0,LORA,-32.0,20.0,22.4,0.9997
2026-06-04 10:12:50,116,0.0,LORA,-30.0,20.0,22.4,0.9997
2026-06-04 10:12:52,117,0.0,LORA,-32.0,20.0,22.4,0.9997
2026-06-04 10:12:53,118,0.0,LORA,-38.0,20.0,22.4,0.9997
2026-06-04 10:12:56,119,0.0,LORA,-32.0,20.0,22.4,0.9997
2026-06-04 10:12:58,120,0.0,LORA,-28.0,20.0,22.4,0.9997
2026-06-04 10:13:02,121,1.0,LORA,-21.0,20.0,21.8,0.9997
2026-06-04 10:13:04,122,1.0,LORA,-22.0,20.0,21.8,0.9997
2026-06-04 10:13:06,123,1.0,LORA,-21.0,20.0,21.8,0.9997
2026-06-04 10:13:08,124,1.0,LORA,-22.0,20.0,21.8,0.9997
2026-06-04 10:13:10,125,1.0,LORA,-22.0,20.0,21.8,0.9997
2026-06-04 10:13:12,126,1.0,LORA,-21.0,20.0,21.8,0.9997
2026-06-04 10:13:14,127,1.0,LORA,-22.0,20.0,21.8,0.9997
2026-06-04 10:13:16,128,1.0,LORA,-91.0,12.0,20.2,0.7897
2026-06-04 10:13:20,129,1.0,LORA,-23.0,20.0,20.2,0.9997
2026-06-04 10:13:22,130,1.0,LORA,-24.0,20.0,20.2,0.9997
2026-06-04 10:13:26,131,1.0,LORA,-27.0,20.0,20.2,0.9997
2026-06-04 10:13:29,132,1.0,LORA,-35.0,20.0,20.2,0.9997
2026-06-04 10:13:32,133,3.0,LORA,-22.0,20.0,20.0,0.9997
2026-06-04 10:13:34,134,3.0,LORA,-27.0,20.0,20.0,0.9997
2026-06-04 10:13:38,135,3.0,LORA,-23.0,20.0,20.0,0.9997
2026-06-04 10:13:40,136,3.0,LORA,-24.0,20.0,20.0,0.9997
2026-06-04 10:13:44,137,3.0,LORA,-23.0,20.0,20.0,0.9997
2026-06-04 10:13:48,138,3.0,LORA,-23.0,20.0,20.0,0.9997
2026-06-04 10:13:50,139,3.0,LORA,-23.0,20.0,20.0,0.9997
2026-06-04 10:13:52,140,3.0,LORA,-23.0,20.0,20.0,0.9997
2026-06-04 10:13:54,141,3.0,LORA,-22.0,20.0,20.0,0.9997
2026-06-04 10:13:58,142,3.0,LORA,-22.0,20.0,20.0,0.9997
2026-06-04 10:14:00,143,3.0,LORA,-25.0,20.0,20.0,0.9997
2026-06-04 10:14:02,144,3.0,LORA,-23.0,20.0,20.0,0.9997
2026-06-04 10:14:04,145,3.0,LORA,-23.0,20.0,21.2,0.9997
2026-06-04 10:14:09,146,3.0,LORA,-22.0,20.0,21.2,0.9997
2026-06-04 10:14:13,147,3.0,LORA,-23.0,20.0,21.2,0.9997
2026-06-04 10:14:18,148,3.0,LORA,-25.0,20.0,21.2,0.9997
2026-06-04 10:14:20,149,3.0,LORA,-25.0,20.0,20.8,0.9997
2026-06-04 10:14:22,150,3.0,LORA,-26.0,20.0,20.8,0.9997
2026-06-04 10:14:24,151,3.0,LORA,-25.0,20.0,20.8,0.9997
2026-06-04 10:14:28,152,3.0,LORA,-26.0,20.0,20.8,0.9997
2026-06-04 10:14:30,153,3.0,LORA,-25.0,20.0,20.8,0.9997
2026-06-04 10:14:34,154,3.0,LORA,-25.0,20.0,20.8,0.9997
2026-06-04 10:14:39,155,2.0,LORA,-26.0,20.0,21.9,0.9997
2026-06-04 10:14:40,156,2.0,LORA,-27.0,20.0,21.9,0.9997
2026-06-04 10:14:42,157,2.0,LORA,-28.0,20.0,21.9,0.9997
2026-06-04 10:14:44,158,2.0,LORA,-25.0,20.0,21.9,0.9997
2026-06-04 10:14:48,159,2.0,LORA,-25.0,20.0,21.9,0.9997
2026-06-04 10:14:50,160,2.0,LORA,-31.0,20.0,21.9,0.9997
2026-06-04 10:14:53,161,2.0,LORA,-26.0,20.0,24.6,0.9997
2026-06-04 10:14:54,162,2.0,LORA,-25.0,20.0,24.6,0.9997
2026-06-04 10:14:58,163,2.0,LORA,-33.0,20.0,24.6,0.9997
2026-06-04 10:15:02,164,2.0,LORA,-26.0,20.0,24.6,0.9997
2026-06-04 10:15:04,165,2.0,LORA,-28.0,20.0,24.6,0.9997
2026-06-04 10:15:08,166,34.0,LORA,-29.0,20.0,25.2,0.9997
2026-06-04 10:15:10,167,34.0,LORA,-30.0,20.0,25.2,0.9997
2026-06-04 10:15:12,168,34.0,LORA,-33.0,20.0,25.2,0.9997
2026-06-04 10:15:15,169,34.0,LORA,-28.0,20.0,25.2,0.9997
2026-06-04 10:15:18,170,34.0,LORA,-34.0,20.0,25.2,0.9997
2026-06-04 10:15:20,171,34.0,LORA,-27.0,20.0,25.2,0.9997
2026-06-04 10:15:23,172,34.0,LORA,-32.0,20.0,25.2,0.9997
2026-06-04 10:15:25,173,34.0,LORA,-31.0,20.0,26.0,0.9997
2026-06-04 10:15:27,174,34.0,LORA,-26.0,20.0,26.0,0.9997
2026-06-04 10:15:29,175,34.0,LORA,-29.0,20.0,26.0,0.9997
2026-06-04 10:15:31,176,34.0,LORA,-28.0,20.0,26.0,0.9997
2026-06-04 10:15:32,177,34.0,LORA,-31.0,20.0,26.0,0.9997
2026-06-04 10:15:35,178,34.0,LORA,-27.0,20.0,26.0,0.9997
2026-06-04 10:15:37,179,34.0,LORA,-26.0,20.0,26.0,0.9997
2026-06-04 10:15:40,180,34.0,LORA,-27.0,20.0,26.0,0.9997
2026-06-04 10:15:43,181,3.0,LORA,-27.0,20.0,26.1,0.9997
2026-06-04 10:15:45,182,3.0,LORA,-26.0,20.0,26.1,0.9997
2026-06-04 10:15:50,183,3.0,LORA,-27.0,20.0,26.1,0.9997
2026-06-04 10:15:53,184,3.0,LORA,-28.0,20.0,26.1,0.9997
2026-06-04 10:15:55,185,3.0,LORA,-27.0,20.0,25.1,0.9997
2026-06-04 10:15:57,186,3.0,LORA,-28.0,20.0,25.1,0.9997
2026-06-04 10:15:59,187,3.0,LORA,-28.0,20.0,25.1,0.9997
2026-06-04 10:16:03,188,3.0,LORA,-30.0,20.0,25.1,0.9997
2026-06-04 10:16:05,189,3.0,LORA,-27.0,20.0,25.1,0.9997
2026-06-04 10:16:07,190,3.0,LORA,-28.0,20.0,25.1,0.9997
2026-06-04 10:16:11,191,3.0,LORA,-27.0,20.0,22.6,0.9997
2026-06-04 10:16:13,192,3.0,LORA,-24.0,20.0,22.6,0.9997
2026-06-04 10:16:15,193,3.0,LORA,-25.0,20.0,22.6,0.9997
2026-06-04 10:16:18,194,3.0,LORA,-26.0,20.0,22.6,0.9997
2026-06-04 10:16:21,195,3.0,LORA,-29.0,20.0,22.6,0.9997
2026-06-04 10:16:23,196,3.0,LORA,-27.0,20.0,22.6,0.9997
2026-06-04 10:16:25,197,3.0,LORA,-27.0,20.0,22.6,0.9997
2026-06-04 10:16:27,198,3.0,LORA,-27.0,20.0,23.3,0.9997
2026-06-04 10:16:29,199,3.0,LORA,-26.0,20.0,23.3,0.9997
2026-06-04 10:16:32,200,3.0,LORA,-26.0,20.0,23.3,0.9997
2026-06-04 10:16:34,201,3.0,LORA,-26.0,20.0,23.3,0.9997
2026-06-04 10:16:36,202,3.0,LORA,-26.0,20.0,23.3,0.9997
2026-06-04 10:16:38,203,3.0,LORA,-26.0,20.0,23.3,0.9997
2026-06-04 10:16:40,204,3.0,LORA,-28.0,20.0,23.3,0.9997
2026-06-04 10:16:43,205,3.0,LORA,-25.0,20.0,22.2,0.9997
2026-06-04 10:16:46,206,3.0,LORA,-26.0,20.0,22.2,0.9997
2026-06-04 10:16:48,207,3.0,LORA,-27.0,20.0,22.2,0.9997
2026-06-04 10:16:50,208,3.0,LORA,-26.0,20.0,22.2,0.9997
2026-06-04 10:16:53,209,3.0,LORA,-27.0,20.0,22.2,0.9997
2026-06-04 10:16:53,210,3.0,LORA,-27.0,20.0,22.2,0.9997
2026-06-04 10:16:56,211,3.0,LORA,-26.0,20.0,22.2,0.9997
2026-06-04 10:16:58,212,3.0,LORA,-26.0,20.0,22.2,0.9997
2026-06-04 10:17:00,213,3.0,LORA,-25.0,20.0,22.3,0.9997
2026-06-04 10:17:02,214,3.0,LORA,-28.0,20.0,22.3,0.9997
2026-06-04 10:17:06,215,3.0,LORA,-26.0,20.0,22.3,0.9997
2026-06-04 10:17:08,216,3.0,LORA,-26.0,20.0,22.3,0.9997
2026-06-04 10:17:10,217,3.0,LORA,-27.0,20.0,22.3,0.9997
2026-06-04 10:17:15,218,3.0,LORA,-27.0,20.0,22.3,0.9997
2026-06-04 10:17:15,219,3.0,LORA,-27.0,20.0,22.3,0.9997
2026-06-04 10:17:16,220,3.0,LORA,-34.0,20.0,20.8,0.9997
2026-06-04 10:17:18,221,3.0,LORA,-26.0,20.0,20.8,0.9997
2026-06-04 10:17:20,222,3.0,LORA,-25.0,20.0,20.8,0.9997
2026-06-04 10:17:22,223,3.0,LORA,-26.0,20.0,20.8,0.9997
2026-06-04 10:17:24,224,3.0,LORA,-27.0,20.0,20.8,0.9997
2026-06-04 10:17:28,225,3.0,LORA,-26.0,20.0,20.8,0.9997
2026-06-04 10:17:30,226,3.0,LORA,-26.0,20.0,20.8,0.9997
2026-06-04 10:17:32,227,3.0,LORA,-27.0,20.0,20.5,0.9997
2026-06-04 10:17:35,228,3.0,LORA,-27.0,20.0,20.5,0.9997
2026-06-04 10:17:38,229,3.0,LORA,-27.0,20.0,20.5,0.9997
2026-06-04 10:17:40,230,3.0,LORA,-27.0,20.0,20.5,0.9997
2026-06-04 10:17:43,231,3.0,LORA,-27.0,20.0,20.5,0.9997
2026-06-04 10:17:44,232,3.0,LORA,-27.0,20.0,20.5,0.9997
2026-06-04 10:17:48,233,55.0,LORA,-36.0,20.0,19.3,0.9997
2026-06-04 10:17:50,234,55.0,LORA,-41.0,20.0,19.3,0.9997
2026-06-04 10:17:52,235,55.0,LORA,-23.0,20.0,19.3,0.9997
2026-06-04 10:17:55,236,55.0,LORA,-38.0,20.0,19.3,0.9997
2026-06-04 10:17:58,237,55.0,LORA,-31.0,20.0,19.3,0.9997
2026-06-04 10:18:00,238,55.0,LORA,-26.0,20.0,19.3,0.9997
2026-06-04 10:18:02,239,55.0,LORA,-38.0,20.0,19.3,0.9997
2026-06-04 10:18:04,240,55.0,LORA,-28.0,20.0,17.1,0.9998
2026-06-04 10:18:08,241,55.0,LORA,-33.0,20.0,17.1,0.9998
2026-06-04 10:18:10,242,55.0,LORA,-31.0,20.0,17.1,0.9998
2026-06-04 10:18:12,243,55.0,LORA,-34.0,20.0,17.1,0.9998
2026-06-04 10:18:15,244,55.0,LORA,-32.0,20.0,17.1,0.9998
2026-06-04 10:18:19,245,55.0,LORA,-36.0,20.0,17.1,0.9998
2026-06-04 10:18:22,246,3.0,LORA,-46.0,20.0,16.1,0.9998
2026-06-04 10:18:24,247,3.0,LORA,-47.0,20.0,16.1,0.9998
2026-06-04 10:18:26,248,3.0,LORA,-36.0,20.0,16.1,0.9998
2026-06-04 10:18:30,249,3.0,LORA,-37.0,20.0,16.1,0.9998
2026-06-04 10:18:33,250,3.0,LORA,-44.0,20.0,16.1,0.9998
2026-06-04 10:18:35,251,3.0,LORA,-40.0,20.0,16.1,0.9998
2026-06-04 10:18:37,252,3.0,LORA,-31.0,20.0,16.1,0.9998
2026-06-04 10:18:39,253,3.0,LORA,-46.0,20.0,16.1,0.9998
2026-06-04 10:18:41,254,3.0,LORA,-55.0,20.0,16.1,0.9998
2026-06-04 10:18:42,255,3.0,LORA,-49.0,20.0,16.1,0.9998
2026-06-04 10:18:45,256,3.0,LORA,-55.0,20.0,16.1,0.9998
2026-06-04 10:18:47,257,3.0,LORA,-61.0,20.0,16.1,0.9998
2026-06-04 10:18:49,258,3.0,LORA,-56.0,20.0,16.1,0.9998
2026-06-04 10:18:51,259,3.0,LORA,-67.0,20.0,16.1,0.9998
2026-06-04 10:18:54,260,35.0,LORA,-56.0,20.0,31.6,0.9996
2026-06-04 10:18:57,261,35.0,LORA,-72.0,20.0,31.6,0.9796
2026-06-04 10:18:59,262,35.0,LORA,-69.0,20.0,31.6,0.9996
2026-06-04 10:19:01,263,35.0,SWITCHING,-101.0,2.0,31.6,0.6096
2026-06-04 10:19:03,264,35.0,LORA,-74.0,20.0,31.6,0.9596
2026-06-04 10:19:07,265,35.0,LORA,-69.0,20.0,31.6,0.9996
2026-06-04 10:19:09,266,35.0,LORA,-81.0,20.0,48.4,0.8894
2026-06-04 10:19:11,267,35.0,LORA,-71.0,20.0,48.4,0.9894
2026-06-04 10:19:13,268,35.0,LORA,-72.0,20.0,48.4,0.9794
2026-06-04 10:19:16,269,35.0,LORA,-87.0,16.0,48.4,0.8294
2026-06-04 10:19:17,270,35.0,LORA,-74.0,20.0,48.4,0.9594
2026-06-04 10:19:19,271,35.0,LORA,-77.0,20.0,48.4,0.9294
2026-06-04 10:19:21,272,35.0,LORA,-86.0,17.0,48.4,0.8394
2026-06-04 10:19:23,273,35.0,LORA,-72.0,20.0,62.9,0.9792
2026-06-04 10:19:25,274,51.0,LORA,-91.0,12.0,62.9,0.7892
2026-06-04 10:19:28,275,51.0,LORA,-77.0,20.0,62.9,0.9292
2026-06-04 10:19:30,276,51.0,LORA,-75.0,20.0,62.9,0.9492
2026-06-04 10:19:31,277,51.0,LORA,-63.0,20.0,62.9,0.9992
2026-06-04 10:19:33,278,51.0,LORA,-65.0,20.0,62.9,0.9992
2026-06-04 10:19:35,279,51.0,LORA,-82.0,20.0,62.9,0.8792
2026-06-04 10:19:40,280,51.0,LORA,-74.0,20.0,65.2,0.9591
2026-06-04 10:19:42,281,51.0,LORA,-87.0,20.0,65.2,0.8291
2026-06-04 10:19:46,282,51.0,LORA,-81.0,20.0,65.2,0.8891
2026-06-04 10:19:47,283,51.0,LORA,-75.0,20.0,65.2,0.9491
2026-06-04 10:19:49,284,51.0,LORA,-74.0,20.0,65.2,0.9591
2026-06-04 10:19:51,285,51.0,LORA,-81.0,20.0,65.2,0.8891
2026-06-04 10:19:53,286,51.0,LORA,-93.0,20.0,65.2,0.7691
2026-06-04 10:19:57,287,6.0,LORA,-83.0,20.0,72.0,0.869
2026-06-04 10:19:59,288,6.0,LORA,-86.0,20.0,72.0,0.839
2026-06-04 10:20:02,289,6.0,LORA,-84.0,18.0,72.0,0.859
2026-06-04 10:20:06,290,6.0,LORA,-84.0,18.0,72.0,0.859
2026-06-04 10:20:08,291,6.0,LORA,-88.0,14.0,72.0,0.819
2026-06-04 10:20:09,292,6.0,LORA,-82.0,20.0,72.0,0.879
2026-06-04 10:20:11,293,6.0,LORA,-85.0,17.0,78.5,0.849
2026-06-04 10:20:14,294,6.0,LORA,-90.0,12.0,78.5,0.799
2026-06-04 10:20:18,295,6.0,LORA,-88.0,14.0,78.5,0.819
2026-06-04 10:20:22,296,6.0,LORA,-89.0,13.0,78.5,0.809
2026-06-04 10:20:23,297,6.0,SWITCHING,-95.0,7.0,78.5,0.719
2026-06-04 10:20:26,298,6.0,LORA,-93.0,9.0,78.5,0.759
2026-06-04 10:20:30,299,23.0,LORA,-91.0,11.0,88.3,0.7888
2026-06-04 10:20:34,300,23.0,LORA,-94.0,20.0,88.3,0.7588
2026-06-04 10:20:35,301,23.0,SWITCHING,-96.0,20.0,88.3,0.7388
2026-06-04 10:20:38,302,23.0,LORA,-88.0,20.0,88.3,0.8188
2026-06-04 10:20:40,303,23.0,LORA,-94.0,20.0,88.3,0.7588
2026-06-04 10:20:43,304,23.0,SWITCHING,-98.0,20.0,88.3,0.7188
2026-06-04 10:20:44,305,23.0,SWITCHING,-103.0,20.0,111.9,0.6685
2026-06-04 10:20:46,306,23.0,LORA,-94.0,20.0,111.9,0.7585
2026-06-04 10:20:48,307,23.0,SWITCHING,-100.0,20.0,111.9,0.6985
2026-06-04 10:20:50,308,23.0,SWITCHING,-100.0,20.0,111.9,0.6985
2026-06-04 10:20:53,309,23.0,SWITCHING,-102.0,20.0,111.9,0.6785
2026-06-04 10:20:54,310,23.0,LORA,-97.0,20.0,111.9,0.7285
2026-06-04 10:20:58,311,23.0,SWITCHING,-99.0,20.0,111.9,0.7085
2026-06-04 10:21:00,312,38.0,SWITCHING,-102.0,20.0,105.3,0.6786
2026-06-04 10:21:02,313,38.0,SWITCHING,-102.0,20.0,105.3,0.6786
2026-06-04 10:21:04,314,38.0,SWITCHING,-102.0,20.0,105.3,0.6786
2026-06-04 10:21:08,315,38.0,SWITCHING,-100.0,20.0,105.3,0.6986
2026-06-04 10:21:10,316,38.0,LORA,-99.0,20.0,105.3,0.7086
2026-06-04 10:21:12,317,38.0,SWITCHING,-100.0,20.0,105.3,0.6986
2026-06-04 10:21:14,318,38.0,SWITCHING,-100.0,20.0,105.3,0.6986
2026-06-04 10:21:18,319,38.0,SWITCHING,-100.0,20.0,100.1,0.6987
2026-06-04 10:21:20,320,38.0,SWITCHING,-100.0,20.0,100.1,0.6987
2026-06-04 10:21:22,321,38.0,SWITCHING,-100.0,20.0,100.1,0.6987
2026-06-04 10:21:24,322,38.0,SWITCHING,-100.0,20.0,100.1,0.6987
2026-06-04 10:21:28,323,38.0,SWITCHING,-101.0,20.0,100.1,0.6887
2026-06-04 10:21:30,324,38.0,SWITCHING,-100.0,20.0,100.1,0.6987
2026-06-04 10:21:34,325,12.0,SWITCHING,-103.0,0.0,96.0,0.5687
2026-06-04 10:21:38,326,12.0,SWITCHING,-101.0,2.0,96.0,0.6087
2026-06-04 10:21:40,327,12.0,SWITCHING,-101.0,2.0,96.0,0.6087
2026-06-04 10:21:42,328,12.0,SWITCHING,-101.0,2.0,96.0,0.6087
2026-06-04 10:21:44,329,12.0,SWITCHING,-101.0,2.0,96.0,0.6087
2026-06-04 10:21:48,330,12.0,SWITCHING,-97.0,6.0,96.0,0.6887
2026-06-04 10:21:50,331,12.0,SWITCHING,-100.0,3.0,96.0,0.6287
2026-06-04 10:21:54,332,12.0,SWITCHING,-100.0,3.0,96.0,0.6287
2026-06-04 10:21:58,333,12.0,SWITCHING,-101.0,2.0,96.0,0.6087
2026-06-04 10:22:00,334,12.0,SWITCHING,-101.0,2.0,96.0,0.6087
2026-06-04 10:22:04,335,57.0,SWITCHING,-102.0,2.0,96.1,0.5987
2026-06-04 10:22:08,336,57.0,SWITCHING,-102.0,2.0,96.1,0.5987
2026-06-04 10:22:10,337,57.0,SWITCHING,-103.0,1.0,96.1,0.5787
2026-06-04 10:22:13,338,57.0,SWITCHING,-102.0,2.0,96.1,0.5987
2026-06-04 10:22:14,339,57.0,SWITCHING,-102.0,2.0,96.1,0.5987
2026-06-04 10:22:18,340,57.0,SWITCHING,-102.0,2.0,96.1,0.5987
2026-06-04 10:22:20,341,57.0,SWITCHING,-101.0,3.0,96.1,0.6187
2026-06-04 10:22:22,342,57.0,SWITCHING,-103.0,1.0,96.1,0.5787
2026-06-04 10:22:24,343,57.0,SWITCHING,-101.0,3.0,96.1,0.6187
2026-06-04 10:22:29,344,57.0,SWITCHING,-103.0,1.0,96.1,0.5787
2026-06-04 10:22:32,345,57.0,SWITCHING,-101.0,3.0,96.1,0.6187
